,Unnamed: 0,prompt,completion
212,212,Vincent and the Doctor,The Doctor and Amy learn more about the art of terror in this new adventure where they meet Vincent Van Gogh! The TARDIS travels back in time but terror lurks in the cornfields of Provence and only a sad and lonely painter can see it… The Doctor and Amy join forces with Van Gogh but can the three of them defeat a powerful and deadly alien?
162,162,Aliens of London/World War Three,"The Doctor takes Rose home. But when a spaceship crash-lands in the Thames, London is closed off and the whole world goes on Red Alert. While the Doctor investigates the alien survivor, Rose discovers that her home is no longer a safe haven. Who are the Slitheen?"
36,36,The Tomb of the Cybermen,"On the planet Telos, the Doctor and his friends encounter a party of archaeologists intent on uncovering the mythical ‘tomb of the Cybermen’. Only the Doctor seems aware of the folly of this venture, but suddenly it’s too late – the ice tombs are open, and the Cybermen are coming back to life… Trapped underground with the Cyber Controller and his acolytes, including the vermin-like Cybermats, the Doctor and company learn that they are to be turned into a new generation of Cybermen. To make matters worse, there is treachery and double-crossing amongst the humans."
178,178,Fear Her,"When the Tardis lands in 2012, the Doctor plans to show Rose the London Olympics. But on a nearby housing estate, a desperate mother is hiding her daughter’s unearthly powers. Can the Doctor defeat the danger nestling at the heart of an ordinary British household?"
113,113,The Keeper of Traken,"The Union of Traken has existed as a harmonious and peaceful planet for millennia, held together by the power of the bioelectric source under the watchful control of Keepers. The current Keeper’s millennium is about to end – but he sense an evil force about to invade."
0,0,An Unearthly Child,"Susan Foreman is a mystery to teachers Ian Chesterton and Barbara Wright, seemingly knowing more than she should about the past… and the future. Their curiosity leads them to follow her home one night, only to find that her ‘home’ appears to be a deserted junkyard. In the junkyard, they discover a police telephone box and a strange old man, who claims to be Susan’s grandfather, and calls himself the Doctor. The journey of a lifetime is about to begin…"
94,94,The Sun Makers,"The TARDIS arrives in the future on the planet Pluto where there are now six suns, a breathable atmosphere and a large industrial community. The Company controls the planet and exploits the workers, pays them a pittance and then taxes them on everything imaginable. The Doctor and Leela join forces with an underground band of rebels led by a man named Mandrel…"
278,278,Twice Upon a Time,"The magical final chapter of the Twelfth Doctor’s (Peter Capaldi) journey sees the Time Lord team up with his former self, the first ever Doctor (David Bradley – Harry Potter, Game of Thrones) and a returning Bill Potts (Pearl Mackie), for one last adventure.

Two Doctors stranded in an Arctic snowscape, refusing to face regeneration. Enchanted glass people, stealing their victims from frozen time. And a World War One captain destined to die on the battlefield, but taken from the trenches to play his part in the Doctor’s story.

An uplifting new tale about the power of hope in humanity’s darkest hours, Twice Upon A Time marks the end of an era. But as the Doctor must face his past to decide his future, his journey is only just beginning…"
95,95,Underworld,"The TARDIS arrives on a Minyan space craft, the R1C, commanded by a man named Jackson. Jackson and his crew are on a long quest to recover the Minyan race banks from a ship called the P7E which left their planet centuries ago. The Doctor helps to free the R1C after it becomes buried in a meteorite storm, but it then crashes into another newly-formed planet."
300,300,"Once, Upon Time","“Time is beginning to run wild”. On a planet that shouldn’t exist, in the aftermath of apocalypse, the Doctor, Dan, Yaz and Vinder face a battle to survive."
264,264,Heaven Sent/Hell Bent,"Trapped in a world unlike any other he has seen, the Doctor faces the greatest challenge of his many lives. One final test. And he must face it alone.

Pursued by the fearsome creature known only as the Veil, he must attempt the impossible. If he makes it through, Gallifrey is waiting…

If you took everything from him, betrayed him, trapped him, and broke both his hearts…how far might the Doctor go?

Returning to Gallifrey, the Doctor faces the Time Lords in a struggle that will take him to the end of time itself. Who is the Hybrid? And what is the Doctor’s confession?"
248,248,Listen,"When ghosts of past and future crowd into their lives, the Doctor and Clara are thrown into an adventure that takes them to the very end of the universe.

What happens when the Doctor is alone? And what scares the grand old man of Time and Space? Listen!"
69,69,The Time Warrior,"Journalist Sarah Jane Smith is impersonating her aunt, virologist Lavinia Smith, in order to gain access to a research centre where top scientists are being held in protective custody while UNIT investigates the disappearance of a number of their colleagues. The missing scientists have been kidnapped by a Sontaran, Linx, and taken back to medieval England, where they are working under hypnosis to repair his crashed spaceship."
49,49,The War Games,"The TARDIS arrives on a planet where a race known only as the Aliens have gathered soldiers from a number of different wars in Earth’s history, brainwashed them and put them to battle. Their aim is to form an invincible army from the survivors and use this to take over the galaxy."
48,48,The Space Pirates,"The Doctor, Jamie and Zoe become victims of piracy when they materialise on a space beacon, minutes before it is literally blown to pieces. So begins their quest to be reunited with the TARDIS, whilst treading perilously across the paths of the Interstella Space Corps and a gang of murderous bandits. The eccentric prospector Milo Clancey gives the travellers passage in his ageing spaceship, but the old man is himself the focus of Space Corps investigations. Could he possibly be behind the destruction and salvage of so many beacons in the sector? What is the position of Madeleine Issigri, who runs her father’s mining corporation on the planet Ta – and how might a locked room provide the answer to this mystery?"
85,85,The Masque of Mandragora,"An encounter with the living energy structure known as the Mandragora Helix leads the TARDIS to 15th century Italy. Between palace intrigue, the machinations of a sinister cult and a rogue fragment of Helix energy, the Fourth Doctor and Sarah have their hands full. There is not much time, for when Mandragora swallows the Moon, it will be time to strike."
301,301,Village of the Angels,"Devon, November 1967. A little girl has gone missing. Professor Eustacius Jericho is conducting psychic experiments. And in the village graveyard, there is one gravestone too many. Why is Medderton known as “The Cursed Village”? And what do the Weeping Angels want?"
141,141,Revelation of the Daleks,"The Doctor and Peri arrive on Necros to attend the funeral of an old friend of the Doctor who has recently died. However, Tranquil Repose is not all it seems and an attempt is made on the Doctor’s life. Soon the Doctor comes face to face with the Great Healer, only to discover it is none other than Davros, the creator of the Daleks, intent on rebuilding the Dalek race decimated by the Movellans."
207,207,Victory of the Daleks,"The Doctor has been summoned by an old friend, but in the Cabinet War Rooms far below the streets of blitz-torn London, it’s his oldest enemy he finds waiting for him, as the time-travelling adventures continue. The Daleks are back – but can Winston Churchill be in league with them?"
23,23,The Celestial Toymaker,"The travellers arrive in the dangerous domain of the Toymaker, where their failure to win at a series of games could result in them becoming his playthings for eternity!"
254,254,In the Forest of the Night,"One morning, in every city and town in the world, the human race wakes up to face the most surprising invasion yet.

Everywhere, in every land, a forest has grown overnight and taken back the Earth. It doesn’t take the Doctor long to discover that the final days of humanity have arrived…"
148,148,Delta and the Bannermen,"A Chimeron queen called Delta, the last surviving member of her race, is being pursued by the evil Gavrok and his Bannermen, intent on a mission of genocide. Delta finds herself on board a space bus of tourists en route to Earth when it is knocked off course by an American satellite and ends up at a Welsh holiday camp in 1959."
143,143,Mindwarp,"The Valeyard’s second segment of evidence relates to the planet Thoros-Beta. Here the Doctor and Peri meet their old adversary Sil and others of his Mentor race, whose leader Kiv is awaiting an operation from a scientist named Crozier to transplant his brain into another body. They also form an uneasy alliance with a kidnapped Krontep warrior, King Yrcanos, and encounter a group of resistance fighters."
78,78,Revenge of the Cybermen,"The time ring takes the Doctor, Sarah and Harry back to Nerva, but to a period many thousands of years earlier than their previous visit. This is Voga, also known as the planet of gold as that metal can be found in abundance there. The three friends learn that a space plague has killed all but a handful of Nerva’s crew. A visiting civilian scientist named Kellman is in fact a traitor working with a group of Cybermen who want to destroy Voga as gold dust can coat their breathing apparatus and suffocate them. Can the Doctor stop them?"
180,180,The Runaway Bride,"Bride-to-be Donna mysteriously vanishes as she prepares to marry her boyfriend Lance in a glittering ceremony on Christmas Eve. She suddenly appears, to her complete astonishment, in the Tardis with the Doctor. As the Tardis races to get to the church on time, the Doctor and Donna are closely watched by the sinister figure of The Empress of Racnoss from her throne in her spaceship. It soon becomes clear that Donna is the key to an ancient alien plan to destroy the Earth."
100,100,The Androids of Tara,Coming soon
204,204,The End of Time,"It’s the Tenth Doctor’s final journey – but his psychotic nemesis the Master has been reborn, on Christmas Eve. With both determined to cheat death, the battle ranges from the wastelands of London to the mysterious Immortality Gate, while the alien Ood warn of an even greater danger approaching, as a terrible shadow falls across the entire Universe.

The Doctor faces the end of his life as the Master’s plans hurtle out of control. With the sound of drums growing louder, and an ancient trap closing around the Earth, the Doctor and Wilf must fight alone. But sacrifices must be made, and the deadly prophecy warns: “He will knock four times.”"
131,131,Frontios,"An irresistible force draws the TARDIS to the barren surface of Frontios, where in the far future the last surviving humans cower amongst the ruins of their wrecked spacecraft. Under constant threat from lethal meteorite bombardments, few of the doomed colony members realize that the ground of Frontios itself opens up and devours the unwary. Not permitted to assist, the Doctor attempts to leave, but is thwarted when the unimaginable occurs: the TARDIS is utterly destroyed."
270,270,Knock Knock,"Why do floorboards creak? When a sinister landlord shows Bill and her friends the perfect houseshare, they have no idea what lies ahead… knock knock, who’s there?"
302,302,Survivors of The Flux,"As the forces of evil mass, the Doctor, Yaz and Dan face perilous journeys and seemingly insurmountable obstacles in their quest for survival."
196,196,The Unicorn and the Wasp,"In 1926, Agatha Christie disappeared for 10 days. Was it amnesia? A nervous breakdown? Or a Giant Alien Wasp..? the Doctor and Donna join forces with the world’s most famous crime novelist to encounter a body in the library, poisoned cocktails and a Vespiform seeking revenge."
6,6,The Sensorites,"The Doctor and his companions land on a spaceship orbiting a distant and mysterious world, where a human crew lie frozen somewhere between life and death. The planet is the Sense- Sphere, home of the Sensorites, beings of immense intelligence and power. Unable to leave, the Doctor and his companions must deduce the Sensorites’ intentions: are they friendly, hostile, or frightened? And what is the deadly secret at the heart of the Sense-Sphere?"
68,68,The Green Death,"UNIT is called in after a miner from the Welsh village of Llanfairfach is found dead, his skin glowing bright green. Jo joins forces with a local environment group, led by Professor Clifford Jones, while the Doctor investigates the nearby plant of a company called Global Chemicals.

They discover that the mine workings are full of giant maggots and green slime – both lethal to touch – that have been produced by chemical waste pumped from the Global plant. Stevens, the Director of Global has been taken over by the BOSS – Bimorphic Organisational Systems Supervisor – a computer with a will of its own. The BOSS plans to seize power by linking itself to every other major computer in the world, but the Doctor uses a blue crystal – a souvenir from a brief visit to the planet Metebelis 3 – to break its hold over Stevens, who then programs it to self destruct…"
203,203,The Waters of Mars,"Mars, 2059. Bowie Base One. Last recorded message: “Don’t drink the water. Don’t even touch it. Not one drop.”

Adelaide and the Doctor face terror on the Red Planet in one of the scariest adventures yet."
84,84,The Seeds of Doom,"Two alien seed pods are found buried in the Antarctic permafrost and the Doctor realises that they are from a Krynoid, a form of plant life that infects and transforms all animal life on planets upon which it becomes established. The Doctor must stop eccentric plant collector Harrison Chase from using the pods for wrong doing."
170,170,New Earth,"The Doctor and Rose board the Tardis for new adventures in time and space. But when they visit mankind’s new home, far in the future, they find gruesome secrets hidden inside a luxury hospital. And an enemy thought long since dead, the paper-thin Cassandra, is out for revenge… Zoë Wanamaker plays Cassandra."
121,121,Time-Flight,"The Doctor finally manages to deliver Tegan to Heathrow Airport, where he gets drawn into investigating the in-flight disappearance of a Concorde. Following the same flight path in another Concorde, with the TARDIS stowed in the hold, he discovers that it has been transported back millions of years into the past through a time corridor."
140,140,Timelash,"On the planet Karfel a high ranking official, Maylin Tekker, uses threats against Peri to force the Doctor (Colin Baker) to go to Earth and bring back a young woman called Vena who, while holding a precious amulet, has accidentally fallen into the Timelash – a time tunnel through which the planets tyrannical ruler the Borad banishes all rebels. The Doctor also inadvertently brings back Herbert, a man from the 19th Century, who stows away aboard the TARDIS."
259,259,The Girl Who Died,"Captured by Vikings, the Doctor and Clara must help protect their village from Space Warriors from the future: the Mire. Outnumbered and outgunned, their fate seems inevitable. So why is the Doctor preoccupied with a single Viking girl?"
295,295,Praxeus,"What connects a missing astronaut in the Indian Ocean, birds behaving strangely in Peru and a US naval officer who washes up on a Madagascan beach? Team Tardis investigate."
142,142,The Mysterious Planet,"The TARDIS is drawn to a space station where the Doctor is subjected to a Time Lord inquiry into his behaviour, presided over by an Inquisitor. The prosecuting counsel, the Valeyard, presents the first piece of his evidence, which consists of a recording played back on a screen linked to the Matrix. It concerns a visit by the Doctor and Peri to the desolate planet Ravolox, which turns out to be a future Earth, shifted light-years through space."
260,260,The Woman Who Lived,"England, 1651. The deadly Highwayman ‘The Nightmare’ and his sidekick stalk the dark streets of London. But when they find loot that’s not of this world, they come face to face with The Doctor.

Who is the Nightmare in league with? And can the Doctor avoid the hangman’s noose and protect Earth from a devilish betrayal?"
91,91,Horror of Fang Rock,"It is the turn of the century, and the tardis materialises by a lighthouse on the desolate isle of Fang Rock. When the engineer dies in mysterious circumstances, the remaining crew blame the mythical Beast of Fang Rock – until the Doctor and Leela turn up…"
82,82,The Android Invasion,"When the TARDIS lands in the sleepy English village of Devesham, Sarah thinks the Doctor has finally got her back home. But all is not as it seems…"
286,286,The Witchfinders,"In 17th-century Lancashire, the Doctor, Yaz, Ryan and Graham become embroiled in a witch trial and the arrival of King James I."
11,11,The Romans,"The time travellers are enjoying a rare holiday, staying at a villa not far from Rome in the year 64 AD. The Doctor soon becomes restless and sets off to visit the city. Having been mistaken for the famous lyre player and asked to perform at the Emperor Nero’s Court, the Doctor has to devise ever more elaborate schemes to avoid revealing that he cannot actually play the instrument."
119,119,Black Orchid,"The TARDIS arrives on Earth in 1925 where, due to a case of mistaken identity, the Doctor ends up playing in a local cricket match. The travellers then accept an invitation to a masked fancy dress ball, but events take on a more sinister tone as a number of murders are perpetrated at the country home of their host Lord Cranleigh."
102,102,The Armageddon Factor,Coming soon
35,35,The Evil of the Daleks,"The TARDIS has been stolen from Gatwick Airport, and the Doctor and Jamie are hot on its trail. A series of cryptic clues lead them to an antiques shop owned by Edward Waterfield, and there it becomes clear that an elaborate trap has been laid for them – but by whom, and for what purpose? Only a journey back in time to the 1860s will reveal the answer… 

The Daleks are in search of the Human Factor, something which they believe will help their quest for universal domination. In order to achieve their aim they need the Doctor’s help – and the use of his TARDIS."
57,57,Colony in Space,The Time Lords discover that the Master has stolen their secret file on the Doomsday Weapon and decide to send the Doctor to retrieve it for them. The TARDIS takes the Doctor and Jo to the desolate planet Uxarieus in the year 2472. There they become involved in a dispute between some beleaguered colonists and the crew of an Interplanetary Mining Corporation (IMC) spaceship over the ownership rights to the planet. The Doctor learns that the indigenous Primitives and their High Priests worship a large machine tended by a creature called the Guardian.
169,169,The Christmas Invasion,"Rose and the newly-regenerated Doctor continue their adventures together in this Christmas Special episode. Christmas becomes a time of terror for Planet Earth, as the whole of mankind falls under the shadow of the alien Sycorax. Rose needs the Doctor’s help, but can she trust a man with a new face?"
231,231,The Power Of Three,"The Doctor and the Ponds puzzle an unlikely invasion of Earth, as millions of sinister black cubes arrive overnight, almost like presents falling from the sky.

But what are they, what’s inside them and most importantly, who sent them? With the international community at a loss, it’s left to the Doctor to unearth who is behind the mystery."
65,65,Carnival of Monsters,"The Doctor and Jo take the TARDIS on a test flight. They arrive on a cargo ship, that appears to be crossing the Indian Ocean in 1926 but is in fact trapped inside a Miniscope – a banned peepshow of miniaturised life-forms…"
1,1,The Daleks,"The Tardis lands in an alien, petrified jungle, beyond which lies a mysterious, deserted city. The Doctor insists on exploring, but before long the Tardis crew all begin experiencing the early effects of radiation sickness. And then they discover that the metal city isn’t as deserted as they first thought…"
120,120,Earthshock,"A fateful landing on Earth in the 26th Century finds the TARDIS deep within a system of subterranean caves and even deeper within the mystery surrounding the brutal murder of a group of geologists working there. Who is controlling the androids guarding the hatch in the rock face? More importantly, what lies beyond the hatch? 

The answers provide a serious threat for the Doctor as the time and place is set for an encounter with his old arch enemies. The Cybermen are well and truly back and the Doctor and his companions could well be counting the cost in truly personal terms."
268,268,Smile,The language of the future is emoji! The Doctor takes Bill to a spectacular city on a distant planet – but where are the colonists? A band of ‘cute’ droids hold the deadly answer.
186,186,42,"In a distant galaxy, a spaceship hurtles out of control towards a boiling sun with the Doctor and Martha trapped on board, as Russell T Davies’s Doctor Who continues. They’ve only got 42 minutes to uncover the saboteurs, but, with a mysterious force starting to possess the ship’s crew, the Doctor is running out of time."
42,42,The Wheel in Space,"Taking drastic measures to escape a TARDIS malfunction, the Doctor and Jamie arrive on a rocket, apparently deserted in space, and soon encounter its aggressive robot guard. When a blow to the head then renders the Doctor unconscious, Jamie’s only hope of rescue lies in contacting the Wheel space station which is orbiting nearby. 

It’s not long before the Doctor and Jamie realise that their old adversaries, the Cybermen, are seeking to invade first the Wheel and then Earth itself. One by one the space station’s crew are being taken over, whilst deadly rodent-like Cybermats roam the space station and steadily consume its fuel supply. On top of everything, a meteorite storm is approaching ? but the Wheel’s defence system has been disabled…"
105,105,The Creature from the Pit,"The Doctor and Romana receive a distress signal and arrive on Chloris, a lush and verdant world that has only small quantities of metals, all of which are controlled by its ruler, Lady Adrasta. Adrasta keeps order with the aid of her Huntsman and his wolfweeds – mobile balls of vegetationwhile a band of scruffy thieves, led by Torvin, organize raids on her palace to steal whatever metal they can. The Doctor identifies the distress signal’s source as a large eggshell-like structure in the forest. He is taken prisoner By Adrasta’s guards and, in order to escape, leaps into the Pit – the entrance to a cave system into which all who incur Adrasta’s wrath are consigned to be devoured by an immense green globular creature living within. Can the Doctor escape from the creature of the Pit and save Chloris?"
266,266,The Return of Doctor Mysterio,"The Doctor joins forces with a masked superhero for an epic New York adventure. With brain-swapping aliens poised to attack, the Doctor and Nardole link up with an investigative reporter and a mysterious figure known only as the Ghost. Can the Doctor save Manhattan?"
38,38,The Ice Warriors,"Buried deep in the ice, scientists at Britannicus Base have discovered an ancient warrior. But this is no simple archaeological find. What they have found is the commander of a spaceship that crashed into the glacier thousands of years ago. Thawed from the ice, and knowing their home planet Mars is now a dead world, the Ice Warriors decide to make Earth their own…"
53,53,Inferno,"20th Century Earth. An unhinged scientist, Professor Stahlman, is attempting the first penetration of the Earth’s crust in a top secret drilling project called Inferno. His purpose? To tap into a new energy source at the core. But at what cost? When the Doctor is called in with his companion Liz Shaw to oversee the project, he soon develops grave misgivings. Things begin to go very wrong when a mysterious green substance leaks from the drillhead. A substance which turns all who come into contact with it into alien primeval creatures called Primords."
261,261,The Zygon Invasion/The Zygon Inversion,"The Zygons, a race of shapeshifting aliens, have been living in secret among us on Earth, unknown and unseen – until now!

When Osgood is kidnapped by a rogue gang of Zygons, the Doctor, Clara and UNIT must scatter across the world in a bid to set her free. But will they reach her in time, and can they stop an uprising before it’s too late?

Shapeshifting Zygons are everywhere in the UK, and there is no way of knowing who to trust. With UNIT neutralised, only the Doctor stands in their way. But how do you stop a war? And what can the Doctor do to save his friends?"
128,128,The Five Doctors,"All five Doctors (Peter Davison, Patrick Troughton, Jon Pertwee, Richard Hurndall and Tom Baker) and many of their old companions are taken out of time and deposited in the Death Zone on Gallifrey. There they must battle not only the Master, but Daleks, Cybermen and Yeti in order to reach the Dark Tower and discover the Tomb of Rassilon."
28,28,The Tenth Planet,"The TARDIS brings the Doctor and his friends to a space tracking base in the Antarctic – and straight into trouble. A space mission is going badly wrong, and a new planet has appeared in the sky. Mondas, ancient fabled twin planet of Earth has returned. Soon its inhabitants arrive. But while they used to be just like the humans of Earth, now they are very different. Devoid of emotions, their bodies replaced with plastic and steel, the Cybermen are here.

Humanity needs all the help it can get, but the one man who seems to know what’s going on is terminally ill. As the Cybermen take over, the Doctor is dying…"
183,183,Gridlock,"The Doctor takes Martha to the planet New Earth, in the far future, as the third series of Russell T Davies’s Doctor Who continues. But when they find the streets being ruled by the sinister Pharamacists, they must brave the ordeal of the mysterious Motorway in order to discover the terrible secret at the heart of the city."
163,163,Dalek,"Beneath the Salt Plains of Utah, billionaire collector Henry Van Statten holds the last relic of an alien race. When The Doctor and Rose investigate, they discover that The Doctor’s oldest, and most deadly, enemy is about to break free…"
151,151,The Happiness Patrol,"On the planet Terra Alpha, the population constantly displays happy smiles. Anyone feeling remotely glum disappears. Quickly. Having heard disturbing rumours, the Doctor (Sylvester McCoy) and Ace arrive to topple the entire regime."
244,244,The Time of the Doctor,"Orbiting a quiet backwater planet, the massed forces of the universe’s deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor.

Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe."
202,202,Planet of the Dead,"When a London bus takes a detour to an alien world, the Doctor must join forces with the extraordinary Lady Christina. But the mysterious planet holds terrifying secrets, hidden in the sand. And time is running out, as the deadly Swarm gets closer…"
31,31,The Underwater Menace,"The TARDIS arrives on an extinct volcanic island, beneath which lies a fantastic subterranean world inhabited by the primitive Atlanteans. The Doctor and his companions move from the frying pan to fire when they are rescued, from death at the jaws of hungry sharks, by the mad Professor Zaroff – whose plans involve nothing less than the destruction of the whole world."
32,32,The Moonbase,"The year is 2070, and Earth’s weather is controlled by a device called the Gravitron, based on the Moon and manned by an international team of experts. The TARDIS arrives to find the base in the grip of a plague epidemic which is drastically reducing the personnel. Before long an even greater menace is proved to be responsible – an invasion force from the planet Mondas, home of the Cybermen…"
127,127,The King’s Demons,The Master forces Kamelion to pose as King John in 13th century England.
185,185,The Lazarus Experiment,"Martha returns home. Could this be the end of her travels with the Doctor? When she discovers her family is caught up in the scheming of Professor Lazarus and his Genetic Manipulation Device, it becomes a fight for survival, as human DNA twists into monstrous form."
281,281,Rosa,"Montgomery, Alabama. 1955. The Doctor and her friends find themselves in the Deep South of America. As they encounter a seamstress by the name of Rosa Parks, they begin to wonder whether someone is attempting to change history."
274,274,The Lie of the Land,"Earth has been invaded and Bill is living alone, an isolated figure surviving in occupied Britain. The Doctor is imprisoned and appears to be on the side of the enemy, flooding the airwaves with fake news. Bill and Nardole must embark on a deadly mission to rescue the Doctor and lead the resistance against the new regime, whatever the cost."
147,147,Paradise Towers,"Mel wants to go swimming so the Doctor takes her to a tower block called Paradise Towers where there is reputed to be a fantastic pool. When they arrive they discover that the place is far from being the superb leisure resort they had expected – it is run-down and dilapidated.

The hallways are roamed by gangs of young girls known as Kangs; the apartments are inhabited by cannibalistic old ladies, the Rezzies; and the building is managed by a group of dictatorial caretakers, presided over by the Chief Caretaker…"
279,279,The Woman Who Fell To Earth ,"We don’t get aliens in Sheffield. In a South Yorkshire city, Ryan Sinclair, Yasmin Khan and Graham O’Brien are about to have their lives changed forever, as a mysterious woman, unable to remember her own name, falls from the night sky. Can they believe a word she says? And can she help solve the strange events taking place across the city?"
177,177,Love & Monsters,"An ordinary man called Elton becomes obsessed with the Doctor and Rose and their mysterious blue box. But when Elton’s investigations bring him to the attention of the enigmatic Victor Kennedy, his harmless hobby suddenly plunges him into a living nightmare."
99,99,The Stones of Blood,Coming soon
197,197,Silence in the Library/Forest of the Dead,"One hundred years ago, the universe’s greatest library was sealed off, leaving only one warning: ‘Count the shadows’. But now, the shadows are moving again. The Doctor and Donna must uncover the terrible truth behind the Nodes and the horrifying Data Ghost, to find the library’s secret."
243,243,The Day of the Doctor,"The Doctors embark on their greatest adventure in this 50th anniversary special. In 2013, something terrible is awakening in London’s National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor’s own dangerous past comes back to haunt him."
115,115,Castrovalva,"Still weak and confused after his fourth regeneration, the Doctor retreats to Castrovalva to recuperate. But Castrovalva is not the haven of peace and tranquility the Doctor and his companions are seeking. Far from being able to rest quietly, the unsuspecting time travellers are once again caught up in the machinations of the Master. Only an act of supreme self-sacrifice will enable them to escape the maniacal lunacy of the renegade Time Lord."
265,265,The Husbands of River Song,"It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy.

King Hydroflax (Greg Davies) is furious, and his giant Robot bodyguard is out of control and coming for them all! Will Nardole (Matt Lucas) survive? And when will River Song work out who the Doctor is?

All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time."
72,72,The Monster of Peladon,"The TARDIS returns to Peladon some fifty years after the Doctor’s last visit. The planet is now ruled by Queen Thalira – daughter of the late King Peladon – with advice from Chancellor Ortron. The Doctor and Sarah are arrested by Ortron for trespassing on sacred ground but their names are cleared by Alpha Centauri, now Galactic Federation ambassador to Peladon"
25,25,The Savages,"Two races exist on the same distant planet, the scientifically-advanced Elders and the primitive Savages, but the Elders’ seemingly idyllic way of life is maintained by exploiting the Savages. The Doctor is forced to intervene."
165,165,Father’s Day,"Rose travels back to 1987 to witness the day her father died, but when she interferes in the course of events, the monstrous Reapers are unleashed upon the world, and a wedding day turns into a massacre."
290,290,Spyfall (Part One),"Intelligence agents around the world are under attack from alien forces, so MI6 turn to the only people who can help: the Doctor and friends. As they travel the globe looking for answers, attacks come from all sides. Earth’s security rests on the team’s shoulders, but where will this planet-threatening conspiracy lead them?"
174,174,Rise of the Cybermen/The Age of Steel,"The TARDIS is trapped on a parallel Earth and Rose discovers that he father is still alive. But sinister forces are at work, and British society is being prepared for the Ultimate Upgrade. Meanwhile, an old enemy of the Doctor’s is about to be reborn."
293,293,Nikola Tesla’s Night of Terror,"It is 1903 and on the edge of Niagara Falls, something is wrong at Nikola Tesla’s generator plant, where someone – or something – is sabotaging the maverick inventor’s work. Has Tesla really received a message from Mars? And where does his great rival Thomas Edison fit into these events? The Doctor and her companions Yaz, Ryan and Graham must join forces with one of history’s greatest minds to save both him and planet Earth?"
39,39,The Enemy of the World,"The TARDIS arrives in a futuristic Australia, where the genius Salamander has found a way to end starvation by harnessing the sun’s energy and preventing natural disasters on a global scale. But there are those who believe Salamander’s office is moving towards dictatorship. One such person is Giles Kent, and he is immediately struck by the Doctor’s remarkable likeness to the great man. The Doctor and his companions infiltrate Salamander’s top secret research station and uncover a web of lies on a massive scale. Unless the wholesale deception can be revealed, global war looks set to break out…"
193,193,Planet of the Ood,The Doctor takes Donna to her first alien world – but the Ood-Sphere reveals some terrible truths about the human race.
88,88,The Face of Evil,"When the TARDIS arrives on a jungle planet, the Doctor encounters two warring tribes, the Sevateem and the Tesh. The Sevateem worship a god called Xoanon and the Tesh are supposedly keeping Xoanon prisoner. But why do the Sevateem call the Doctor the Evil One? And what are the invisible creatures in the jungle? The Time Lord, with the help of a girl called Leela, is about to find out."
70,70,Invasion of the Dinosaurs,Returning to London the Doctor and Sarah find a city almost completely devoid of life. The civilian population has been evacuated in the wake of an unimaginable event: somehow Dinosaurs have returned to terrorise the Earth.
87,87,The Deadly Assassin,"Gallifrey. Planet of the Time Lords. The Doctor has finally come home, but not by choice. Summoned by a vision from The Matrix, he is drawn into web of political intrigue and assassination. Nothing is quite what it seems, and in the shadows lurks his oldest and deadliest enemy…"
292,292,Orphan 55,The Doctor and her friends discover that the luxury resort where they are holidaying is hiding a number of deadly secrets. What are the ferocious monsters attacking Tranquillity Spa?
242,242,The Night of the Doctor,"On the eve of his most terrible battle, the Time Lord is faced with a choice that will change the course of his life. The darkest of days are about to begin."
277,277,World Enough and Time / The Doctor Falls,"A huge spaceship trapped in the gravity well of a black hole, teeming with impossible lifeforms, harbours one of the Doctor’s most feared enemies… Mondasian Cybermen.

The Doctor makes a final stand against an army of Cybermen to protect a tiny band of humans from destruction."
211,211,The Hungry Earth/Cold Blood,"It’s 2015 and the most ambitious drilling project in history has reached deeper beneath the Earth’s crust than man has ever gone before – but now the ground itself is fighting back. The Doctor, Amy and Rory arrive in a tiny mining village and find themselves plunged into a battle against a deadly danger from a bygone age."
9,9,The Dalek Invasion of Earth,"The TARDIS materialises beside the River Thames in the year 2167. The world to which they emerge, however, is eerily silent and signs of decay are rife. They soon discover that the streets are patrolled by zombie-like humans, flying saucer-like craft occupy the skies and that desperate rebels are hiding below ground in the disused Underground system. But worse is still to come! 

The Daleks, thought destroyed by the Doctor, have invaded and enslaved humanity, having first bombarded it with cosmic storms. Why have the Daleks chosen Earth in particular? What is the significance of the giant mine in Bedfordshire to which they are shipping human slaves? And can the Doctor unite with the small band of resistance fighters to stop the Daleks before their plans wreck havoc with the Earth forever?"
195,195,The Doctor’s Daughter,"The Doctor meets the most important woman of his life on the distant planet Messaline, in the middle of an endless war between the Hath and Humans."
